제목,카테고리,경도,위도,추가정보
진건읍 진건오남로86번길 58,업로드,127.184535,37.658229,단속일시:2026-02-01 14:01:26;단속동:진건읍;단속장소:진건읍 진건오남로86번길 58;단속구분:주행형CCTV;위반법규:32조;GPS_X:37.6582290;_GPS_Y:127.184535
진건읍 진건오남로86번길 58,업로드,127.184482,37.658284,단속일시:2026-03-04 09:49:14;단속동:진건읍;단속장소:진건읍 진건오남로86번길 58;단속구분:주행형CCTV;위반법규:32조;GPS_X:37.6582835;_GPS_Y:127.184482
진건읍 사릉로372번길 23-1,업로드,127.184534,37.656712,단속일시:2026-03-12 10:18:51;단속동:진건읍;단속장소:진건읍 사릉로372번길 23-1;단속구분:주행형CCTV;위반법규:32조;GPS_X:37.6567123;_GPS_Y:127.184534
진건읍 사릉로372번길 23-1,업로드,127.184494,37.656669,단속일시:2026-01-04 15:48:29;단속동:진건읍;단속장소:진건읍 사릉로372번길 23-1;단속구분:주행형CCTV;위반법규:32조;GPS_X:37.6566686;_GPS_Y:127.184494
진건읍 사릉로372번길 23-1,업로드,127.184512,37.65668,단속일시:2026-01-31 14:02:44;단속동:진건읍;단속장소:진건읍 사릉로372번길 23-1;단속구분:주행형CCTV;위반법규:32조;GPS_X:37.6566798;_GPS_Y:127.184512
진건읍 사릉로372번길 23-1,업로드,127.184575,37.656714,단속일시:2026-03-22 10:32:11;단속동:진건읍;단속장소:진건읍 사릉로372번길 23-1;단속구분:주행형CCTV;위반법규:32조;GPS_X:37.6567145;_GPS_Y:127.184575
진건읍 사릉로372번길 23-1,업로드,127.1845,37.656717,단속일시:2026-03-18 09:56:31;단속동:진건읍;단속장소:진건읍 사릉로372번길 23-1;단속구분:주행형CCTV;위반법규:32조;GPS_X:37.6567168;_GPS_Y:127.184500
진건읍 사릉로372번길 23-1,업로드,127.184552,37.656718,단속일시:2026-03-31 10:08:27;단속동:진건읍;단속장소:진건읍 사릉로372번길 23-1;단속구분:주행형CCTV;위반법규:32조;GPS_X:37.6567176;_GPS_Y:127.184552
진건읍 사릉로372번길 23-1,업로드,127.184537,37.656724,단속일시:2026-03-16 10:14:46;단속동:진건읍;단속장소:진건읍 사릉로372번길 23-1;단속구분:주행형CCTV;위반법규:32조;GPS_X:37.6567240;_GPS_Y:127.184537
진건읍 사릉로372번길 23-1,업로드,127.184564,37.656718,단속일시:2026-03-11 14:40:21;단속동:진건읍;단속장소:진건읍 사릉로372번길 23-1;단속구분:주행형CCTV;위반법규:32조;GPS_X:37.6567178;_GPS_Y:127.184564
진접읍 장현천로 20,업로드,127.184371,37.718483,단속일시:2026-01-08 15:03:31;단속동:진접읍;단속장소:진접읍 장현천로 20;단속구분:주행형CCTV;위반법규:32조;GPS_X:37.7184828;_GPS_Y:127.184371
진접읍 장현천로 22,업로드,127.184205,37.718665,단속일시:2026-01-08 15:03:26;단속동:진접읍;단속장소:진접읍 장현천로 22;단속구분:주행형CCTV;위반법규:32조;GPS_X:37.7186653;_GPS_Y:127.184205
진접읍 장현천로 22,업로드,127.184111,37.718571,단속일시:2026-02-23 15:11:13;단속동:진접읍;단속장소:진접읍 장현천로 22;단속구분:주행형CCTV;위반법규:32조;GPS_X:37.7185713;_GPS_Y:127.184111
진접읍 장현천로 19,업로드,127.184091,37.718513,단속일시:2026-02-25 09:43:09;단속동:진접읍;단속장소:진접읍 장현천로 19;단속구분:주행형CCTV;위반법규:32조;GPS_X:37.7185125;_GPS_Y:127.184091
진접읍 장현천로 19,업로드,127.184051,37.718565,단속일시:2026-02-24 11:26:25;단속동:진접읍;단속장소:진접읍 장현천로 19;단속구분:주행형CCTV;위반법규:32조;GPS_X:37.7185646;_GPS_Y:127.184051
진접읍 장현천로 19,업로드,127.184021,37.718539,단속일시:2026-03-26 14:34:20;단속동:진접읍;단속장소:진접읍 장현천로 19;단속구분:주행형CCTV;위반법규:32조;GPS_X:37.7185388;_GPS_Y:127.184021
진접읍 장현천로 19,업로드,127.184006,37.718587,단속일시:2026-02-20 14:05:16;단속동:진접읍;단속장소:진접읍 장현천로 19;단속구분:주행형CCTV;위반법규:32조;GPS_X:37.7185865;_GPS_Y:127.184006
진접읍 장현천로 20,업로드,127.184368,37.718371,단속일시:2026-02-25 09:42:27;단속동:진접읍;단속장소:진접읍 장현천로 20;단속구분:주행형CCTV;위반법규:32조;GPS_X:37.7183705;_GPS_Y:127.184368
진접읍 장현천로 20,업로드,127.184356,37.718376,단속일시:2026-01-02 14:11:04;단속동:진접읍;단속장소:진접읍 장현천로 20;단속구분:주행형CCTV;위반법규:32조;GPS_X:37.7183755;_GPS_Y:127.184356
진접읍 장현천로 20,업로드,127.184283,37.71838,단속일시:2026-01-28 15:35:02;단속동:진접읍;단속장소:진접읍 장현천로 20;단속구분:주행형CCTV;위반법규:32조;GPS_X:37.7183800;_GPS_Y:127.184283
진접읍 장현천로 20,업로드,127.184354,37.718398,단속일시:2026-01-29 14:53:53;단속동:진접읍;단속장소:진접읍 장현천로 20;단속구분:주행형CCTV;위반법규:32조;GPS_X:37.7183975;_GPS_Y:127.184354
진접읍 장현천로 20,업로드,127.184323,37.718394,단속일시:2026-01-15 14:47:03;단속동:진접읍;단속장소:진접읍 장현천로 20;단속구분:주행형CCTV;위반법규:32조;GPS_X:37.7183940;_GPS_Y:127.184323
진접읍 장현천로 20,업로드,127.184368,37.718427,단속일시:2026-03-10 10:25:53;단속동:진접읍;단속장소:진접읍 장현천로 20;단속구분:주행형CCTV;위반법규:32조;GPS_X:37.7184271;_GPS_Y:127.184368
진접읍 장현천로 20,업로드,127.184193,37.718469,단속일시:2026-02-19 14:37:21;단속동:진접읍;단속장소:진접읍 장현천로 20;단속구분:주행형CCTV;위반법규:32조;GPS_X:37.7184688;_GPS_Y:127.184193
진접읍 장현천로 19,업로드,127.18418,37.718244,단속일시:2026-01-26 15:16:57;단속동:진접읍;단속장소:진접읍 장현천로 19;단속구분:주행형CCTV;위반법규:32조;GPS_X:37.7182440;_GPS_Y:127.184180
진접읍 장현천로 11,업로드,127.184338,37.717578,단속일시:2026-01-20 10:35:18;단속동:진접읍;단속장소:진접읍 장현천로 11;단속구분:주행형CCTV;위반법규:32조;GPS_X:37.7175775;_GPS_Y:127.184338
진접읍 장현천로 19,업로드,127.184242,37.718283,단속일시:2026-02-10 15:28:26;단속동:진접읍;단속장소:진접읍 장현천로 19;단속구분:주행형CCTV;위반법규:32조;GPS_X:37.7182830;_GPS_Y:127.184242
진접읍 장현천로 18-4,업로드,127.184469,37.718289,단속일시:2026-01-08 14:57:12;단속동:진접읍;단속장소:진접읍 장현천로 18-4;단속구분:주행형CCTV;위반법규:32조;GPS_X:37.7182893;_GPS_Y:127.184469
진접읍 장현천로 20,업로드,127.184341,37.718333,단속일시:2026-03-13 09:55:23;단속동:진접읍;단속장소:진접읍 장현천로 20;단속구분:주행형CCTV;위반법규:32조;GPS_X:37.7183331;_GPS_Y:127.184341
진접읍 장현천로 19,업로드,127.18424,37.71832,단속일시:2026-03-11 09:58:19;단속동:진접읍;단속장소:진접읍 장현천로 19;단속구분:주행형CCTV;위반법규:32조;GPS_X:37.7183196;_GPS_Y:127.184240
진접읍 장현천로 20,업로드,127.18439,37.718351,단속일시:2026-02-09 14:23:03;단속동:진접읍;단속장소:진접읍 장현천로 20;단속구분:주행형CCTV;위반법규:32조;GPS_X:37.7183515;_GPS_Y:127.184390
진접읍 장현천로 25-2,업로드,127.183644,37.718922,단속일시:2026-03-26 14:33:49;단속동:진접읍;단속장소:진접읍 장현천로 25-2;단속구분:주행형CCTV;위반법규:32조;GPS_X:37.7189216;_GPS_Y:127.183644
진접읍 장현로 104,업로드,127.183591,37.718924,단속일시:2026-01-16 15:07:37;단속동:진접읍;단속장소:진접읍 장현로 104;단속구분:주행형CCTV;위반법규:32조;GPS_X:37.7189240;_GPS_Y:127.183591
진접읍 장현천로 26,업로드,127.183805,37.719038,단속일시:2026-02-24 14:33:53;단속동:진접읍;단속장소:진접읍 장현천로 26;단속구분:주행형CCTV;위반법규:32조;GPS_X:37.7190383;_GPS_Y:127.183805
진접읍 장현천로 28,업로드,127.183713,37.719308,단속일시:2026-02-03 09:51:12;단속동:진접읍;단속장소:진접읍 장현천로 28;단속구분:주행형CCTV;위반법규:32조;GPS_X:37.7193085;_GPS_Y:127.183713
진접읍 장현로 104,업로드,127.18363,37.718987,단속일시:2026-03-30 14:44:56;단속동:진접읍;단속장소:진접읍 장현로 104;단속구분:주행형CCTV;위반법규:32조;GPS_X:37.7189873;_GPS_Y:127.183630
진접읍 장현로 104,업로드,127.183591,37.71896,단속일시:2026-03-25 10:35:31;단속동:진접읍;단속장소:진접읍 장현로 104;단속구분:주행형CCTV;위반법규:32조;GPS_X:37.7189605;_GPS_Y:127.183591
진접읍 장현천로 28,업로드,127.18373,37.719155,단속일시:2026-03-16 16:11:20;단속동:진접읍;단속장소:진접읍 장현천로 28;단속구분:주행형CCTV;위반법규:32조;GPS_X:37.7191553;_GPS_Y:127.183730
진접읍 장현천로 22,업로드,127.183906,37.718796,단속일시:2026-03-04 09:41:10;단속동:진접읍;단속장소:진접읍 장현천로 22;단속구분:주행형CCTV;위반법규:32조;GPS_X:37.7187958;_GPS_Y:127.183906
진접읍 장현천로 26,업로드,127.183807,37.718861,단속일시:2026-02-09 14:23:16;단속동:진접읍;단속장소:진접읍 장현천로 26;단속구분:주행형CCTV;위반법규:32조;GPS_X:37.7188608;_GPS_Y:127.183807
진접읍 장현천로 26,업로드,127.183822,37.718884,단속일시:2026-03-18 10:15:32;단속동:진접읍;단속장소:진접읍 장현천로 26;단속구분:주행형CCTV;위반법규:32조;GPS_X:37.7188843;_GPS_Y:127.183822
진접읍 장현천로 26,업로드,127.183705,37.718894,단속일시:2026-02-11 10:26:36;단속동:진접읍;단속장소:진접읍 장현천로 26;단속구분:주행형CCTV;위반법규:32조;GPS_X:37.7188941;_GPS_Y:127.183705
진접읍 장현천로 26,업로드,127.183801,37.718883,단속일시:2026-03-13 09:52:59;단속동:진접읍;단속장소:진접읍 장현천로 26;단속구분:주행형CCTV;위반법규:32조;GPS_X:37.7188830;_GPS_Y:127.183801
진접읍 장현천로 26,업로드,127.183868,37.718808,단속일시:2026-01-23 15:00:05;단속동:진접읍;단속장소:진접읍 장현천로 26;단속구분:주행형CCTV;위반법규:32조;GPS_X:37.7188076;_GPS_Y:127.183868
진접읍 장현천로 22,업로드,127.183907,37.718796,단속일시:2026-03-09 10:31:54;단속동:진접읍;단속장소:진접읍 장현천로 22;단속구분:주행형CCTV;위반법규:32조;GPS_X:37.7187965;_GPS_Y:127.183907
진접읍 장현천로 19,업로드,127.184002,37.71848,단속일시:2026-01-16 15:07:57;단속동:진접읍;단속장소:진접읍 장현천로 19;단속구분:주행형CCTV;위반법규:32조;GPS_X:37.7184796;_GPS_Y:127.184002
진접읍 장현천로 22,업로드,127.183966,37.718638,단속일시:2026-02-26 09:43:28;단속동:진접읍;단속장소:진접읍 장현천로 22;단속구분:주행형CCTV;위반법규:32조;GPS_X:37.7186383;_GPS_Y:127.183966
진접읍 장현천로 22,업로드,127.18394,37.718619,단속일시:2026-03-09 10:37:41;단속동:진접읍;단속장소:진접읍 장현천로 22;단속구분:주행형CCTV;위반법규:32조;GPS_X:37.7186191;_GPS_Y:127.183940
진접읍 장현천로 22,업로드,127.18393,37.718764,단속일시:2026-02-23 15:10:48;단속동:진접읍;단속장소:진접읍 장현천로 22;단속구분:주행형CCTV;위반법규:32조;GPS_X:37.7187640;_GPS_Y:127.183930
진접읍 장현천로 22,업로드,127.183908,37.71876,단속일시:2026-03-13 09:55:12;단속동:진접읍;단속장소:진접읍 장현천로 22;단속구분:주행형CCTV;위반법규:32조;GPS_X:37.7187603;_GPS_Y:127.183908
진접읍 장현천로 19,업로드,127.183925,37.718593,단속일시:2026-02-10 15:28:02;단속동:진접읍;단속장소:진접읍 장현천로 19;단속구분:주행형CCTV;위반법규:32조;GPS_X:37.7185933;_GPS_Y:127.183925
진접읍 장현천로 25,업로드,127.183856,37.71874,단속일시:2026-02-26 09:43:24;단속동:진접읍;단속장소:진접읍 장현천로 25;단속구분:주행형CCTV;위반법규:32조;GPS_X:37.7187395;_GPS_Y:127.183856
진접읍 장현로 85-1,업로드,127.181896,37.718148,단속일시:2026-01-29 14:59:32;단속동:진접읍;단속장소:진접읍 장현로 85-1;단속구분:주행형CCTV;위반법규:32조;GPS_X:37.7181475;_GPS_Y:127.181896
진접읍 장현천로 32,업로드,127.183496,37.719362,단속일시:2026-01-20 10:34:32;단속동:진접읍;단속장소:진접읍 장현천로 32;단속구분:주행형CCTV;위반법규:32조;GPS_X:37.7193620;_GPS_Y:127.183496
진접읍 봉현로36번길 38,업로드,127.181465,37.719671,단속일시:2026-02-04 09:48:46;단속동:진접읍;단속장소:진접읍 봉현로36번길 38;단속구분:주행형CCTV;위반법규:32조;GPS_X:37.7196708;_GPS_Y:127.181465
진접읍 봉현로36번길 44-1,업로드,127.181541,37.719919,단속일시:2026-01-04 11:00:18;단속동:진접읍;단속장소:진접읍 봉현로36번길 44-1;단속구분:주행형CCTV;위반법규:32조;GPS_X:37.7199190;_GPS_Y:127.181541
진접읍 장현천로 32,업로드,127.183564,37.719259,단속일시:2026-01-20 10:34:34;단속동:진접읍;단속장소:진접읍 장현천로 32;단속구분:주행형CCTV;위반법규:32조;GPS_X:37.7192590;_GPS_Y:127.183564
진접읍 장현로 104,업로드,127.18359,37.718954,단속일시:2026-03-25 10:35:32;단속동:진접읍;단속장소:진접읍 장현로 104;단속구분:주행형CCTV;위반법규:32조;GPS_X:37.7189538;_GPS_Y:127.183590
진접읍 장현천로 28,업로드,127.183566,37.719139,단속일시:2026-02-19 14:36:49;단속동:진접읍;단속장소:진접읍 장현천로 28;단속구분:주행형CCTV;위반법규:32조;GPS_X:37.7191391;_GPS_Y:127.183566
진접읍 장현로 84,업로드,127.18209,37.717985,단속일시:2026-01-28 15:28:20;단속동:진접읍;단속장소:진접읍 장현로 84;단속구분:주행형CCTV;위반법규:32조;GPS_X:37.7179846;_GPS_Y:127.182090
진접읍 장현로88번길 5,업로드,127.182188,37.718002,단속일시:2026-03-09 10:33:43;단속동:진접읍;단속장소:진접읍 장현로88번길 5;단속구분:주행형CCTV;위반법규:32조;GPS_X:37.7180021;_GPS_Y:127.182188
진접읍 장현로 84,업로드,127.182033,37.71804,단속일시:2026-02-05 18:49:08;단속동:진접읍;단속장소:진접읍 장현로 84;단속구분:주행형CCTV;위반법규:32조;GPS_X:37.7180403;_GPS_Y:127.182033
진접읍 장현로 85-1,업로드,127.181941,37.718077,단속일시:2026-01-29 14:59:41;단속동:진접읍;단속장소:진접읍 장현로 85-1;단속구분:주행형CCTV;위반법규:32조;GPS_X:37.7180768;_GPS_Y:127.181941
진접읍 장현로88번길 1,업로드,127.182157,37.718046,단속일시:2026-02-24 14:29:45;단속동:진접읍;단속장소:진접읍 장현로88번길 1;단속구분:주행형CCTV;위반법규:32조;GPS_X:37.7180456;_GPS_Y:127.182157
진접읍 장현로88번길 1,업로드,127.182052,37.718085,단속일시:2026-03-05 10:43:16;단속동:진접읍;단속장소:진접읍 장현로88번길 1;단속구분:주행형CCTV;위반법규:32조;GPS_X:37.7180855;_GPS_Y:127.182052
진접읍 장현로88번길 1,업로드,127.1821,37.71809,단속일시:2026-01-02 14:13:04;단속동:진접읍;단속장소:진접읍 장현로88번길 1;단속구분:주행형CCTV;위반법규:32조;GPS_X:37.7180900;_GPS_Y:127.182100
진접읍 장현로88번길 5,업로드,127.182214,37.717795,단속일시:2026-02-02 19:12:26;단속동:진접읍;단속장소:진접읍 장현로88번길 5;단속구분:주행형CCTV;위반법규:32조;GPS_X:37.7177950;_GPS_Y:127.182214
진접읍 장현로88번길 5,업로드,127.182332,37.717718,단속일시:2026-02-24 14:29:56;단속동:진접읍;단속장소:진접읍 장현로88번길 5;단속구분:주행형CCTV;위반법규:32조;GPS_X:37.7177181;_GPS_Y:127.182332
진접읍 장현로88번길 5,업로드,127.182108,37.717871,단속일시:2026-03-06 10:36:35;단속동:진접읍;단속장소:진접읍 장현로88번길 5;단속구분:주행형CCTV;위반법규:32조;GPS_X:37.7178706;_GPS_Y:127.182108
진접읍 장현로 78,업로드,127.181656,37.717776,단속일시:2026-02-18 14:17:53;단속동:진접읍;단속장소:진접읍 장현로 78;단속구분:주행형CCTV;위반법규:32조;GPS_X:37.7177755;_GPS_Y:127.181656
진접읍 장현로 84,업로드,127.182081,37.717862,단속일시:2026-03-26 14:36:19;단속동:진접읍;단속장소:진접읍 장현로 84;단속구분:주행형CCTV;위반법규:32조;GPS_X:37.7178616;_GPS_Y:127.182081
진접읍 장현로88번길 5,업로드,127.182167,37.717835,단속일시:2026-02-05 09:51:53;단속동:진접읍;단속장소:진접읍 장현로88번길 5;단속구분:주행형CCTV;위반법규:32조;GPS_X:37.7178346;_GPS_Y:127.182167
진접읍 장현로 84,업로드,127.182056,37.717941,단속일시:2026-01-28 15:28:17;단속동:진접읍;단속장소:진접읍 장현로 84;단속구분:주행형CCTV;위반법규:32조;GPS_X:37.7179411;_GPS_Y:127.182056
진접읍 장현천로 7,업로드,127.184474,37.717454,단속일시:2026-03-30 14:30:19;단속동:진접읍;단속장소:진접읍 장현천로 7;단속구분:주행형CCTV;위반법규:32조;GPS_X:37.7174538;_GPS_Y:127.184474
진접읍 장현천로 7,업로드,127.184459,37.717475,단속일시:2026-02-25 09:44:16;단속동:진접읍;단속장소:진접읍 장현천로 7;단속구분:주행형CCTV;위반법규:32조;GPS_X:37.7174750;_GPS_Y:127.184459
진접읍 장현천로 7,업로드,127.184431,37.717522,단속일시:2026-02-24 11:22:25;단속동:진접읍;단속장소:진접읍 장현천로 7;단속구분:주행형CCTV;위반법규:32조;GPS_X:37.7175220;_GPS_Y:127.184431
진접읍 장현천로 7,업로드,127.184472,37.717577,단속일시:2026-02-19 14:37:45;단속동:진접읍;단속장소:진접읍 장현천로 7;단속구분:주행형CCTV;위반법규:32조;GPS_X:37.7175770;_GPS_Y:127.184472
진접읍 장현천로 7,업로드,127.184431,37.717525,단속일시:2026-01-19 14:41:30;단속동:진접읍;단속장소:진접읍 장현천로 7;단속구분:주행형CCTV;위반법규:32조;GPS_X:37.7175255;_GPS_Y:127.184431
진접읍 장현천로 7,업로드,127.184475,37.717487,단속일시:2026-03-10 10:25:00;단속동:진접읍;단속장소:진접읍 장현천로 7;단속구분:주행형CCTV;위반법규:32조;GPS_X:37.7174871;_GPS_Y:127.184475
진접읍 장현천로 7,업로드,127.184346,37.717372,단속일시:2026-03-25 10:34:34;단속동:진접읍;단속장소:진접읍 장현천로 7;단속구분:주행형CCTV;위반법규:32조;GPS_X:37.7173716;_GPS_Y:127.184346
진접읍 장현천로 7,업로드,127.184378,37.717383,단속일시:2026-03-03 10:28:41;단속동:진접읍;단속장소:진접읍 장현천로 7;단속구분:주행형CCTV;위반법규:32조;GPS_X:37.7173831;_GPS_Y:127.184378
진접읍 장현천로 7,업로드,127.184444,37.717421,단속일시:2026-02-07 10:07:01;단속동:진접읍;단속장소:진접읍 장현천로 7;단속구분:주행형CCTV;위반법규:32조;GPS_X:37.7174205;_GPS_Y:127.184444
진접읍 장현천로 7,업로드,127.184325,37.717422,단속일시:2026-02-03 09:51:49;단속동:진접읍;단속장소:진접읍 장현천로 7;단속구분:주행형CCTV;위반법규:32조;GPS_X:37.7174216;_GPS_Y:127.184325
진접읍 장현천로 7,업로드,127.18432,37.717402,단속일시:2026-03-09 10:38:19;단속동:진접읍;단속장소:진접읍 장현천로 7;단속구분:주행형CCTV;위반법규:32조;GPS_X:37.7174020;_GPS_Y:127.184320
진접읍 장현천로 7,업로드,127.184343,37.717385,단속일시:2026-03-30 14:46:42;단속동:진접읍;단속장소:진접읍 장현천로 7;단속구분:주행형CCTV;위반법규:32조;GPS_X:37.7173851;_GPS_Y:127.184343
진접읍 장현천로 7,업로드,127.184469,37.717392,단속일시:2026-02-10 15:26:36;단속동:진접읍;단속장소:진접읍 장현천로 7;단속구분:주행형CCTV;위반법규:32조;GPS_X:37.7173920;_GPS_Y:127.184469
진접읍 장현천로 7,업로드,127.184461,37.717426,단속일시:2026-01-30 10:48:14;단속동:진접읍;단속장소:진접읍 장현천로 7;단속구분:주행형CCTV;위반법규:32조;GPS_X:37.7174265;_GPS_Y:127.184461
진접읍 장현천로 7,업로드,127.184354,37.717254,단속일시:2026-01-26 15:21:01;단속동:진접읍;단속장소:진접읍 장현천로 7;단속구분:주행형CCTV;위반법규:32조;GPS_X:37.7172536;_GPS_Y:127.184354
진접읍 봉현로14번길 30,업로드,127.184248,37.717207,단속일시:2026-03-24 10:01:03;단속동:진접읍;단속장소:진접읍 봉현로14번길 30;단속구분:주행형CCTV;위반법규:32조;GPS_X:37.7172073;_GPS_Y:127.184248
진접읍 봉현로14번길 30,업로드,127.184281,37.717281,단속일시:2026-01-16 15:05:46;단속동:진접읍;단속장소:진접읍 봉현로14번길 30;단속구분:주행형CCTV;위반법규:32조;GPS_X:37.7172808;_GPS_Y:127.184281
진접읍 장현천로 7,업로드,127.184343,37.717316,단속일시:2026-02-23 15:08:26;단속동:진접읍;단속장소:진접읍 장현천로 7;단속구분:주행형CCTV;위반법규:32조;GPS_X:37.7173160;_GPS_Y:127.184343
진접읍 봉현로14번길 30,업로드,127.184251,37.717301,단속일시:2026-03-30 14:30:14;단속동:진접읍;단속장소:진접읍 봉현로14번길 30;단속구분:주행형CCTV;위반법규:32조;GPS_X:37.7173006;_GPS_Y:127.184251
진접읍 봉현로14번길 30,업로드,127.18424,37.717323,단속일시:2026-02-06 14:54:23;단속동:진접읍;단속장소:진접읍 봉현로14번길 30;단속구분:주행형CCTV;위반법규:32조;GPS_X:37.7173228;_GPS_Y:127.184240
진접읍 장현천로 7,업로드,127.18434,37.717356,단속일시:2026-03-16 16:19:10;단속동:진접읍;단속장소:진접읍 장현천로 7;단속구분:주행형CCTV;위반법규:32조;GPS_X:37.7173556;_GPS_Y:127.184340
진접읍 장현천로 7,업로드,127.184367,37.717346,단속일시:2026-01-16 15:05:51;단속동:진접읍;단속장소:진접읍 장현천로 7;단속구분:주행형CCTV;위반법규:32조;GPS_X:37.7173460;_GPS_Y:127.184367
진접읍 봉현로14번길 30,업로드,127.184203,37.717292,단속일시:2026-03-30 14:46:46;단속동:진접읍;단속장소:진접읍 봉현로14번길 30;단속구분:주행형CCTV;위반법규:32조;GPS_X:37.7172920;_GPS_Y:127.184203
진접읍 봉현로14번길 30,업로드,127.184184,37.717296,단속일시:2026-03-05 10:36:06;단속동:진접읍;단속장소:진접읍 봉현로14번길 30;단속구분:주행형CCTV;위반법규:32조;GPS_X:37.7172963;_GPS_Y:127.184184
진접읍 봉현로14번길 30,업로드,127.184137,37.717303,단속일시:2026-03-06 10:46:08;단속동:진접읍;단속장소:진접읍 봉현로14번길 30;단속구분:주행형CCTV;위반법규:32조;GPS_X:37.7173031;_GPS_Y:127.184137
진접읍 봉현로14번길 30,업로드,127.18418,37.717357,단속일시:2026-03-10 10:27:15;단속동:진접읍;단속장소:진접읍 봉현로14번길 30;단속구분:주행형CCTV;위반법규:32조;GPS_X:37.7173573;_GPS_Y:127.184180
진접읍 장현로88번길 9,업로드,127.182569,37.717476,단속일시:2026-02-23 15:06:00;단속동:진접읍;단속장소:진접읍 장현로88번길 9;단속구분:주행형CCTV;위반법규:32조;GPS_X:37.7174763;_GPS_Y:127.182569
진접읍 장현로88번길 7,업로드,127.182545,37.717559,단속일시:2026-02-02 14:59:05;단속동:진접읍;단속장소:진접읍 장현로88번길 7;단속구분:주행형CCTV;위반법규:32조;GPS_X:37.7175591;_GPS_Y:127.182545
진접읍 봉현로14번길 30,업로드,127.184221,37.717305,단속일시:2026-02-19 14:32:24;단속동:진접읍;단속장소:진접읍 봉현로14번길 30;단속구분:주행형CCTV;위반법규:32조;GPS_X:37.7173050;_GPS_Y:127.184221
진접읍 봉현로14번길 30,업로드,127.184104,37.717341,단속일시:2026-01-08 15:04:00;단속동:진접읍;단속장소:진접읍 봉현로14번길 30;단속구분:주행형CCTV;위반법규:32조;GPS_X:37.7173406;_GPS_Y:127.184104
진접읍 봉현로14번길 30,업로드,127.184144,37.717148,단속일시:2026-01-09 11:14:47;단속동:진접읍;단속장소:진접읍 봉현로14번길 30;단속구분:주행형CCTV;위반법규:32조;GPS_X:37.7171476;_GPS_Y:127.184144
진접읍 장현로88번길 11,업로드,127.182532,37.717185,단속일시:2026-01-02 14:13:41;단속동:진접읍;단속장소:진접읍 장현로88번길 11;단속구분:주행형CCTV;위반법규:32조;GPS_X:37.7171846;_GPS_Y:127.182532
진접읍 봉현로14번길 30,업로드,127.184219,37.717239,단속일시:2026-03-26 14:33:01;단속동:진접읍;단속장소:진접읍 봉현로14번길 30;단속구분:주행형CCTV;위반법규:32조;GPS_X:37.7172386;_GPS_Y:127.184219
진접읍 봉현로14번길 30,업로드,127.184121,37.717199,단속일시:2026-03-13 09:52:03;단속동:진접읍;단속장소:진접읍 봉현로14번길 30;단속구분:주행형CCTV;위반법규:32조;GPS_X:37.7171990;_GPS_Y:127.184121
진접읍 장현로88번길 11,업로드,127.182526,37.717161,단속일시:2026-02-05 09:51:28;단속동:진접읍;단속장소:진접읍 장현로88번길 11;단속구분:주행형CCTV;위반법규:32조;GPS_X:37.7171610;_GPS_Y:127.182526
진접읍 장현로88번길 11,업로드,127.182523,37.717215,단속일시:2026-01-02 14:13:36;단속동:진접읍;단속장소:진접읍 장현로88번길 11;단속구분:주행형CCTV;위반법규:32조;GPS_X:37.7172146;_GPS_Y:127.182523
진접읍 봉현로14번길 30,업로드,127.184227,37.717246,단속일시:2026-01-08 15:07:39;단속동:진접읍;단속장소:진접읍 봉현로14번길 30;단속구분:주행형CCTV;위반법규:32조;GPS_X:37.7172461;_GPS_Y:127.184227
진접읍 장현로88번길 9,업로드,127.182512,37.717254,단속일시:2026-01-19 14:42:24;단속동:진접읍;단속장소:진접읍 장현로88번길 9;단속구분:주행형CCTV;위반법규:32조;GPS_X:37.7172541;_GPS_Y:127.182512
진접읍 봉현로14번길 30,업로드,127.183993,37.717127,단속일시:2026-02-11 10:25:03;단속동:진접읍;단속장소:진접읍 봉현로14번길 30;단속구분:주행형CCTV;위반법규:32조;GPS_X:37.7171270;_GPS_Y:127.183993
진접읍 장현로88번길 11,업로드,127.182512,37.717093,단속일시:2026-03-06 10:35:54;단속동:진접읍;단속장소:진접읍 장현로88번길 11;단속구분:주행형CCTV;위반법규:32조;GPS_X:37.7170933;_GPS_Y:127.182512
진접읍 봉현로14번길 30,업로드,127.183985,37.717124,단속일시:2026-03-13 09:51:57;단속동:진접읍;단속장소:진접읍 봉현로14번길 30;단속구분:주행형CCTV;위반법규:32조;GPS_X:37.7171238;_GPS_Y:127.183985
진접읍 봉현로14번길 30,업로드,127.183955,37.717078,단속일시:2026-03-18 10:14:36;단속동:진접읍;단속장소:진접읍 봉현로14번길 30;단속구분:주행형CCTV;위반법규:32조;GPS_X:37.7170775;_GPS_Y:127.183955
진접읍 장현로88번길 11,업로드,127.182536,37.717089,단속일시:2026-02-03 09:52:34;단속동:진접읍;단속장소:진접읍 장현로88번길 11;단속구분:주행형CCTV;위반법규:32조;GPS_X:37.7170888;_GPS_Y:127.182536
진접읍 봉현로14번길 30,업로드,127.183926,37.717126,단속일시:2026-02-24 11:24:05;단속동:진접읍;단속장소:진접읍 봉현로14번길 30;단속구분:주행형CCTV;위반법규:32조;GPS_X:37.7171263;_GPS_Y:127.183926
진접읍 장현로88번길 11,업로드,127.182518,37.717087,단속일시:2026-02-06 18:42:45;단속동:진접읍;단속장소:진접읍 장현로88번길 11;단속구분:주행형CCTV;위반법규:32조;GPS_X:37.7170871;_GPS_Y:127.182518
