제목,카테고리,경도,위도,추가정보
화도읍 마석로45번길 10,업로드,127.305039,37.654972,단속일시:2026-03-23 10:10:27;단속동:화도읍;단속장소:화도읍 마석로45번길 10;단속구분:주행형CCTV;위반법규:32조;GPS_X:37.6549720;_GPS_Y:127.305039
화도읍 마석로45번길 7,업로드,127.305215,37.654974,단속일시:2026-03-26 10:46:12;단속동:화도읍;단속장소:화도읍 마석로45번길 7;단속구분:주행형CCTV;위반법규:32조;GPS_X:37.6549740;_GPS_Y:127.305215
화도읍 마석로45번길 10,업로드,127.304988,37.654972,단속일시:2026-01-21 10:34:08;단속동:화도읍;단속장소:화도읍 마석로45번길 10;단속구분:주행형CCTV;위반법규:32조;GPS_X:37.6549720;_GPS_Y:127.304988
화도읍 마석로45번길 10,업로드,127.305046,37.654976,단속일시:2026-01-30 10:14:37;단속동:화도읍;단속장소:화도읍 마석로45번길 10;단속구분:주행형CCTV;위반법규:32조;GPS_X:37.6549760;_GPS_Y:127.305046
화도읍 마석로45번길 8,업로드,127.305193,37.654979,단속일시:2026-03-09 14:12:02;단속동:화도읍;단속장소:화도읍 마석로45번길 8;단속구분:주행형CCTV;위반법규:32조;GPS_X:37.6549790;_GPS_Y:127.305193
화도읍 마석로45번길 10,업로드,127.30478,37.654977,단속일시:2026-03-09 14:12:13;단속동:화도읍;단속장소:화도읍 마석로45번길 10;단속구분:주행형CCTV;위반법규:32조;GPS_X:37.6549770;_GPS_Y:127.304780
화도읍 마석로45번길 8,업로드,127.305216,37.654995,단속일시:2026-03-05 10:13:56;단속동:화도읍;단속장소:화도읍 마석로45번길 8;단속구분:주행형CCTV;위반법규:32조;GPS_X:37.6549950;_GPS_Y:127.305216
화도읍 마석로45번길 8,업로드,127.305221,37.654987,단속일시:2026-03-05 10:14:00;단속동:화도읍;단속장소:화도읍 마석로45번길 8;단속구분:주행형CCTV;위반법규:32조;GPS_X:37.6549870;_GPS_Y:127.305221
화도읍 마석로45번길 7,업로드,127.305209,37.654958,단속일시:2026-01-07 14:14:01;단속동:화도읍;단속장소:화도읍 마석로45번길 7;단속구분:주행형CCTV;위반법규:32조;GPS_X:37.6549576;_GPS_Y:127.305209
화도읍 마석로45번길 11,업로드,127.304751,37.654958,단속일시:2026-02-26 14:34:59;단속동:화도읍;단속장소:화도읍 마석로45번길 11;단속구분:주행형CCTV;위반법규:32조;GPS_X:37.6549580;_GPS_Y:127.304751
화도읍 마석로45번길 10,업로드,127.304842,37.654963,단속일시:2026-02-27 14:36:17;단속동:화도읍;단속장소:화도읍 마석로45번길 10;단속구분:주행형CCTV;위반법규:32조;GPS_X:37.6549630;_GPS_Y:127.304842
화도읍 마석로45번길 7,업로드,127.305177,37.654964,단속일시:2026-02-25 14:48:57;단속동:화도읍;단속장소:화도읍 마석로45번길 7;단속구분:주행형CCTV;위반법규:32조;GPS_X:37.6549640;_GPS_Y:127.305177
화도읍 마석로45번길 13-1,업로드,127.304602,37.654964,단속일시:2026-03-10 14:15:10;단속동:화도읍;단속장소:화도읍 마석로45번길 13-1;단속구분:주행형CCTV;위반법규:32조;GPS_X:37.6549640;_GPS_Y:127.304602
화도읍 마석로45번길 7,업로드,127.305224,37.654964,단속일시:2026-02-26 14:34:50;단속동:화도읍;단속장소:화도읍 마석로45번길 7;단속구분:주행형CCTV;위반법규:32조;GPS_X:37.6549640;_GPS_Y:127.305224
화도읍 마석로45번길 7,업로드,127.305142,37.654966,단속일시:2026-01-26 15:18:53;단속동:화도읍;단속장소:화도읍 마석로45번길 7;단속구분:주행형CCTV;위반법규:32조;GPS_X:37.6549663;_GPS_Y:127.305142
화도읍 마석로45번길 10,업로드,127.30475,37.654967,단속일시:2026-01-22 10:12:27;단속동:화도읍;단속장소:화도읍 마석로45번길 10;단속구분:주행형CCTV;위반법규:32조;GPS_X:37.6549665;_GPS_Y:127.304750
화도읍 마석로45번길 9,업로드,127.305021,37.654935,단속일시:2026-03-20 14:39:14;단속동:화도읍;단속장소:화도읍 마석로45번길 9;단속구분:주행형CCTV;위반법규:32조;GPS_X:37.6549350;_GPS_Y:127.305021
화도읍 마석로45번길 13-1,업로드,127.304613,37.654933,단속일시:2026-03-30 10:41:00;단속동:화도읍;단속장소:화도읍 마석로45번길 13-1;단속구분:주행형CCTV;위반법규:32조;GPS_X:37.6549330;_GPS_Y:127.304613
화도읍 마석로45번길 7,업로드,127.305155,37.654937,단속일시:2026-01-05 14:14:03;단속동:화도읍;단속장소:화도읍 마석로45번길 7;단속구분:주행형CCTV;위반법규:32조;GPS_X:37.6549370;_GPS_Y:127.305155
화도읍 마석로45번길 11,업로드,127.304783,37.654947,단속일시:2026-02-24 14:07:53;단속동:화도읍;단속장소:화도읍 마석로45번길 11;단속구분:주행형CCTV;위반법규:32조;GPS_X:37.6549470;_GPS_Y:127.304783
화도읍 마석로45번길 11,업로드,127.30473,37.65494,단속일시:2026-02-11 10:20:08;단속동:화도읍;단속장소:화도읍 마석로45번길 11;단속구분:주행형CCTV;위반법규:32조;GPS_X:37.6549400;_GPS_Y:127.304730
화도읍 마석로45번길 10,업로드,127.304843,37.654945,단속일시:2026-02-11 10:20:09;단속동:화도읍;단속장소:화도읍 마석로45번길 10;단속구분:주행형CCTV;위반법규:32조;GPS_X:37.6549450;_GPS_Y:127.304843
화도읍 마석로45번길 11,업로드,127.304782,37.654942,단속일시:2026-02-04 14:35:02;단속동:화도읍;단속장소:화도읍 마석로45번길 11;단속구분:주행형CCTV;위반법규:32조;GPS_X:37.6549420;_GPS_Y:127.304782
화도읍 마석로45번길 10,업로드,127.30495,37.654949,단속일시:2026-02-05 14:41:15;단속동:화도읍;단속장소:화도읍 마석로45번길 10;단속구분:주행형CCTV;위반법규:32조;GPS_X:37.6549493;_GPS_Y:127.304950
화도읍 마석로45번길 17,업로드,127.30402,37.654963,단속일시:2026-01-22 10:12:53;단속동:화도읍;단속장소:화도읍 마석로45번길 17;단속구분:주행형CCTV;위반법규:32조;GPS_X:37.6549628;_GPS_Y:127.304020
화도읍 마석로45번길 14-1,업로드,127.304395,37.654967,단속일시:2026-03-09 14:12:23;단속동:화도읍;단속장소:화도읍 마석로45번길 14-1;단속구분:주행형CCTV;위반법규:32조;GPS_X:37.6549670;_GPS_Y:127.304395
화도읍 마석로45번길 14-1,업로드,127.304521,37.654987,단속일시:2026-01-30 10:07:36;단속동:화도읍;단속장소:화도읍 마석로45번길 14-1;단속구분:주행형CCTV;위반법규:32조;GPS_X:37.6549866;_GPS_Y:127.304521
화도읍 마석로45번길 16-2,업로드,127.30423,37.654989,단속일시:2026-01-21 10:34:22;단속동:화도읍;단속장소:화도읍 마석로45번길 16-2;단속구분:주행형CCTV;위반법규:32조;GPS_X:37.6549893;_GPS_Y:127.304230
화도읍 마석로45번길 16-2,업로드,127.304199,37.654971,단속일시:2026-01-23 10:31:24;단속동:화도읍;단속장소:화도읍 마석로45번길 16-2;단속구분:주행형CCTV;위반법규:32조;GPS_X:37.6549710;_GPS_Y:127.304199
화도읍 마석로45번길 16-2,업로드,127.304196,37.655001,단속일시:2026-01-21 10:34:25;단속동:화도읍;단속장소:화도읍 마석로45번길 16-2;단속구분:주행형CCTV;위반법규:32조;GPS_X:37.6550011;_GPS_Y:127.304196
화도읍 마석로45번길 16-1,업로드,127.3039,37.654979,단속일시:2026-02-06 15:14:19;단속동:화도읍;단속장소:화도읍 마석로45번길 16-1;단속구분:주행형CCTV;위반법규:32조;GPS_X:37.6549785;_GPS_Y:127.303900
화도읍 마석로45번길 14-1,업로드,127.304549,37.654975,단속일시:2026-03-12 14:36:50;단속동:화도읍;단속장소:화도읍 마석로45번길 14-1;단속구분:주행형CCTV;위반법규:32조;GPS_X:37.6549750;_GPS_Y:127.304549
화도읍 마석로45번길 14-1,업로드,127.304373,37.654945,단속일시:2026-02-12 10:16:19;단속동:화도읍;단속장소:화도읍 마석로45번길 14-1;단속구분:주행형CCTV;위반법규:32조;GPS_X:37.6549450;_GPS_Y:127.304373
화도읍 마석로45번길 17,업로드,127.304178,37.654946,단속일시:2026-01-07 14:11:30;단속동:화도읍;단속장소:화도읍 마석로45번길 17;단속구분:주행형CCTV;위반법규:32조;GPS_X:37.6549461;_GPS_Y:127.304178
화도읍 마석로45번길 13-1,업로드,127.304543,37.654947,단속일시:2026-02-20 14:59:48;단속동:화도읍;단속장소:화도읍 마석로45번길 13-1;단속구분:주행형CCTV;위반법규:32조;GPS_X:37.6549470;_GPS_Y:127.304543
화도읍 마석로45번길 16-2,업로드,127.30418,37.654949,단속일시:2026-01-16 14:52:05;단속동:화도읍;단속장소:화도읍 마석로45번길 16-2;단속구분:주행형CCTV;위반법규:32조;GPS_X:37.6549488;_GPS_Y:127.304180
화도읍 마석로45번길 13-1,업로드,127.304503,37.654952,단속일시:2026-01-22 10:12:33;단속동:화도읍;단속장소:화도읍 마석로45번길 13-1;단속구분:주행형CCTV;위반법규:32조;GPS_X:37.6549523;_GPS_Y:127.304503
화도읍 마석로45번길 17,업로드,127.304104,37.654953,단속일시:2026-01-12 15:27:53;단속동:화도읍;단속장소:화도읍 마석로45번길 17;단속구분:주행형CCTV;위반법규:32조;GPS_X:37.6549531;_GPS_Y:127.304104
화도읍 마석로45번길 17,업로드,127.304156,37.65495,단속일시:2026-01-15 14:34:32;단속동:화도읍;단속장소:화도읍 마석로45번길 17;단속구분:주행형CCTV;위반법규:32조;GPS_X:37.6549505;_GPS_Y:127.304156
화도읍 마석로45번길 14-1,업로드,127.304463,37.654961,단속일시:2026-01-30 10:14:29;단속동:화도읍;단속장소:화도읍 마석로45번길 14-1;단속구분:주행형CCTV;위반법규:32조;GPS_X:37.6549608;_GPS_Y:127.304463
화도읍 마석로45번길 13-1,업로드,127.304478,37.654936,단속일시:2026-02-04 14:35:13;단속동:화도읍;단속장소:화도읍 마석로45번길 13-1;단속구분:주행형CCTV;위반법규:32조;GPS_X:37.6549360;_GPS_Y:127.304478
화도읍 마석로45번길 13-1,업로드,127.30456,37.654938,단속일시:2026-02-04 14:35:08;단속동:화도읍;단속장소:화도읍 마석로45번길 13-1;단속구분:주행형CCTV;위반법규:32조;GPS_X:37.6549376;_GPS_Y:127.304560
화도읍 마석로45번길 19,업로드,127.303921,37.654939,단속일시:2026-02-09 14:25:46;단속동:화도읍;단속장소:화도읍 마석로45번길 19;단속구분:주행형CCTV;위반법규:32조;GPS_X:37.6549386;_GPS_Y:127.303921
화도읍 마석로45번길 17,업로드,127.304112,37.654933,단속일시:2026-02-27 14:36:32;단속동:화도읍;단속장소:화도읍 마석로45번길 17;단속구분:주행형CCTV;위반법규:32조;GPS_X:37.6549330;_GPS_Y:127.304112
화도읍 마석로45번길 17,업로드,127.304194,37.654936,단속일시:2026-02-19 14:44:32;단속동:화도읍;단속장소:화도읍 마석로45번길 17;단속구분:주행형CCTV;위반법규:32조;GPS_X:37.6549360;_GPS_Y:127.304194
화도읍 마석로45번길 16-2,업로드,127.304309,37.654942,단속일시:2026-03-04 10:20:04;단속동:화도읍;단속장소:화도읍 마석로45번길 16-2;단속구분:주행형CCTV;위반법규:32조;GPS_X:37.6549420;_GPS_Y:127.304309
화도읍 마석로45번길 16-2,업로드,127.304244,37.654933,단속일시:2026-02-26 14:35:07;단속동:화도읍;단속장소:화도읍 마석로45번길 16-2;단속구분:주행형CCTV;위반법규:32조;GPS_X:37.6549330;_GPS_Y:127.304244
화도읍 마석로45번길 17,업로드,127.304019,37.654943,단속일시:2026-02-09 14:25:48;단속동:화도읍;단속장소:화도읍 마석로45번길 17;단속구분:주행형CCTV;위반법규:32조;GPS_X:37.6549428;_GPS_Y:127.304019
화도읍 마석로 33,업로드,127.306389,37.653789,단속일시:2026-02-22 14:29:41;단속동:화도읍;단속장소:화도읍 마석로 33;단속구분:주행형CCTV;위반법규:32조;GPS_X:37.6537886;_GPS_Y:127.306389
화도읍 마석로 33,업로드,127.306457,37.653862,단속일시:2026-01-28 10:19:02;단속동:화도읍;단속장소:화도읍 마석로 33;단속구분:주행형CCTV;위반법규:32조;GPS_X:37.6538615;_GPS_Y:127.306457
화도읍 마석로 33,업로드,127.306404,37.65387,단속일시:2026-02-25 14:52:37;단속동:화도읍;단속장소:화도읍 마석로 33;단속구분:주행형CCTV;위반법규:32조;GPS_X:37.6538700;_GPS_Y:127.306404
화도읍 마석로 33,업로드,127.306403,37.653902,단속일시:2026-01-12 15:27:13;단속동:화도읍;단속장소:화도읍 마석로 33;단속구분:주행형CCTV;위반법규:32조;GPS_X:37.6539023;_GPS_Y:127.306403
화도읍 마석로 35,업로드,127.306366,37.653986,단속일시:2026-01-12 15:27:15;단속동:화도읍;단속장소:화도읍 마석로 35;단속구분:주행형CCTV;위반법규:32조;GPS_X:37.6539861;_GPS_Y:127.306366
화도읍 마석로 38,업로드,127.306355,37.654238,단속일시:2026-03-07 09:46:15;단속동:화도읍;단속장소:화도읍 마석로 38;단속구분:주행형CCTV;위반법규:32조;GPS_X:37.6542380;_GPS_Y:127.306355
화도읍 마석로 29,업로드,127.306496,37.653581,단속일시:2026-02-18 10:20:24;단속동:화도읍;단속장소:화도읍 마석로 29;단속구분:주행형CCTV;위반법규:32조;GPS_X:37.6535806;_GPS_Y:127.306496
화도읍 마석로 30,업로드,127.306559,37.653696,단속일시:2026-01-28 14:53:11;단속동:화도읍;단속장소:화도읍 마석로 30;단속구분:주행형CCTV;위반법규:32조;GPS_X:37.6536956;_GPS_Y:127.306559
화도읍 마석로 30,업로드,127.306557,37.653734,단속일시:2026-03-20 14:47:07;단속동:화도읍;단속장소:화도읍 마석로 30;단속구분:주행형CCTV;위반법규:32조;GPS_X:37.6537340;_GPS_Y:127.306557
화도읍 마석로 32,업로드,127.30654,37.653756,단속일시:2026-01-28 14:53:12;단속동:화도읍;단속장소:화도읍 마석로 32;단속구분:주행형CCTV;위반법규:32조;GPS_X:37.6537555;_GPS_Y:127.306540
화도읍 마석로 30,업로드,127.306597,37.653615,단속일시:2026-01-26 15:17:56;단속동:화도읍;단속장소:화도읍 마석로 30;단속구분:주행형CCTV;위반법규:32조;GPS_X:37.6536145;_GPS_Y:127.306597
화도읍 마석로 30,업로드,127.306564,37.653668,단속일시:2026-03-08 10:26:15;단속동:화도읍;단속장소:화도읍 마석로 30;단속구분:주행형CCTV;위반법규:32조;GPS_X:37.6536680;_GPS_Y:127.306564
화도읍 마석로 33,업로드,127.306496,37.653762,단속일시:2026-03-13 13:59:48;단속동:화도읍;단속장소:화도읍 마석로 33;단속구분:주행형CCTV;위반법규:32조;GPS_X:37.6537620;_GPS_Y:127.306496
화도읍 마석로 32,업로드,127.306575,37.653781,단속일시:2026-03-07 09:46:07;단속동:화도읍;단속장소:화도읍 마석로 32;단속구분:주행형CCTV;위반법규:32조;GPS_X:37.6537810;_GPS_Y:127.306575
화도읍 마석로 29,업로드,127.306633,37.653417,단속일시:2026-03-08 15:49:09;단속동:화도읍;단속장소:화도읍 마석로 29;단속구분:주행형CCTV;위반법규:32조;GPS_X:37.6534170;_GPS_Y:127.306633
화도읍 마석로 29,업로드,127.30668,37.653422,단속일시:2026-01-19 10:08:35;단속동:화도읍;단속장소:화도읍 마석로 29;단속구분:주행형CCTV;위반법규:32조;GPS_X:37.6534220;_GPS_Y:127.306680
화도읍 마석로 28-2,업로드,127.30664,37.653475,단속일시:2026-03-08 10:26:11;단속동:화도읍;단속장소:화도읍 마석로 28-2;단속구분:주행형CCTV;위반법규:32조;GPS_X:37.6534750;_GPS_Y:127.306640
화도읍 마석로 28-2,업로드,127.306641,37.653506,단속일시:2026-03-30 10:40:25;단속동:화도읍;단속장소:화도읍 마석로 28-2;단속구분:주행형CCTV;위반법규:32조;GPS_X:37.6535060;_GPS_Y:127.306641
화도읍 마석로 29,업로드,127.306573,37.653428,단속일시:2026-02-22 14:29:31;단속동:화도읍;단속장소:화도읍 마석로 29;단속구분:주행형CCTV;위반법규:32조;GPS_X:37.6534283;_GPS_Y:127.306573
화도읍 마석로 28-2,업로드,127.306631,37.653532,단속일시:2026-01-28 10:18:43;단속동:화도읍;단속장소:화도읍 마석로 28-2;단속구분:주행형CCTV;위반법규:32조;GPS_X:37.6535316;_GPS_Y:127.306631
화도읍 마석로 29,업로드,127.306539,37.653532,단속일시:2026-02-21 11:32:07;단속동:화도읍;단속장소:화도읍 마석로 29;단속구분:주행형CCTV;위반법규:32조;GPS_X:37.6535325;_GPS_Y:127.306539
화도읍 마석로 28-2,업로드,127.306588,37.653558,단속일시:2026-03-13 13:59:57;단속동:화도읍;단속장소:화도읍 마석로 28-2;단속구분:주행형CCTV;위반법규:32조;GPS_X:37.6535580;_GPS_Y:127.306588
화도읍 마석로45번길 11,업로드,127.304776,37.654905,단속일시:2026-03-25 10:53:07;단속동:화도읍;단속장소:화도읍 마석로45번길 11;단속구분:주행형CCTV;위반법규:32조;GPS_X:37.6549050;_GPS_Y:127.304776
화도읍 마석로45번길 7,업로드,127.305251,37.654909,단속일시:2026-01-26 15:22:43;단속동:화도읍;단속장소:화도읍 마석로45번길 7;단속구분:주행형CCTV;위반법규:32조;GPS_X:37.6549095;_GPS_Y:127.305251
화도읍 마석로45번길 13-1,업로드,127.304554,37.654913,단속일시:2026-03-19 14:28:11;단속동:화도읍;단속장소:화도읍 마석로45번길 13-1;단속구분:주행형CCTV;위반법규:32조;GPS_X:37.6549130;_GPS_Y:127.304554
화도읍 마석로45번길 7,업로드,127.305251,37.654919,단속일시:2026-01-15 14:32:08;단속동:화도읍;단속장소:화도읍 마석로45번길 7;단속구분:주행형CCTV;위반법규:32조;GPS_X:37.6549186;_GPS_Y:127.305251
화도읍 마석로45번길 7,업로드,127.305179,37.654922,단속일시:2026-02-08 15:29:23;단속동:화도읍;단속장소:화도읍 마석로45번길 7;단속구분:주행형CCTV;위반법규:32조;GPS_X:37.6549218;_GPS_Y:127.305179
화도읍 마석로45번길 13-1,업로드,127.304502,37.654922,단속일시:2026-01-02 15:08:48;단속동:화도읍;단속장소:화도읍 마석로45번길 13-1;단속구분:주행형CCTV;위반법규:32조;GPS_X:37.6549223;_GPS_Y:127.304502
화도읍 마석로45번길 7,업로드,127.305313,37.654927,단속일시:2026-03-19 14:28:26;단속동:화도읍;단속장소:화도읍 마석로45번길 7;단속구분:주행형CCTV;위반법규:32조;GPS_X:37.6549270;_GPS_Y:127.305313
화도읍 마석로45번길 1,업로드,127.305756,37.654925,단속일시:2026-03-17 10:06:47;단속동:화도읍;단속장소:화도읍 마석로45번길 1;단속구분:주행형CCTV;위반법규:32조;GPS_X:37.6549250;_GPS_Y:127.305756
화도읍 마석로17번안길 1,업로드,127.30538,37.654289,단속일시:2026-01-09 14:31:19;단속동:화도읍;단속장소:화도읍 마석로17번안길 1;단속구분:주행형CCTV;위반법규:32조;GPS_X:37.6542891;_GPS_Y:127.305380
화도읍 마석로17번안길 1,업로드,127.305337,37.654304,단속일시:2026-01-26 15:24:34;단속동:화도읍;단속장소:화도읍 마석로17번안길 1;단속구분:주행형CCTV;위반법규:32조;GPS_X:37.6543045;_GPS_Y:127.305337
화도읍 마석로17번안길 1,업로드,127.305322,37.654323,단속일시:2026-01-26 15:24:41;단속동:화도읍;단속장소:화도읍 마석로17번안길 1;단속구분:주행형CCTV;위반법규:32조;GPS_X:37.6543225;_GPS_Y:127.305322
화도읍 마석로17번안길 1,업로드,127.305377,37.65433,단속일시:2026-03-13 19:05:56;단속동:화도읍;단속장소:화도읍 마석로17번안길 1;단속구분:주행형CCTV;위반법규:32조;GPS_X:37.6543300;_GPS_Y:127.305377
화도읍 마석로 39,업로드,127.306229,37.654385,단속일시:2026-02-22 14:29:52;단속동:화도읍;단속장소:화도읍 마석로 39;단속구분:주행형CCTV;위반법규:32조;GPS_X:37.6543855;_GPS_Y:127.306229
화도읍 마석로 39,업로드,127.306214,37.654456,단속일시:2026-02-28 12:38:58;단속동:화도읍;단속장소:화도읍 마석로 39;단속구분:주행형CCTV;위반법규:32조;GPS_X:37.6544560;_GPS_Y:127.306214
화도읍 마석로45번길 7,업로드,127.305255,37.654881,단속일시:2026-02-20 15:06:00;단속동:화도읍;단속장소:화도읍 마석로45번길 7;단속구분:주행형CCTV;위반법규:32조;GPS_X:37.6548810;_GPS_Y:127.305255
화도읍 마석로45번길 13-1,업로드,127.304572,37.654882,단속일시:2026-03-17 14:05:03;단속동:화도읍;단속장소:화도읍 마석로45번길 13-1;단속구분:주행형CCTV;위반법규:32조;GPS_X:37.6548820;_GPS_Y:127.304572
화도읍 마석로 33,업로드,127.305473,37.653587,단속일시:2026-01-09 14:32:18;단속동:화도읍;단속장소:화도읍 마석로 33;단속구분:주행형CCTV;위반법규:32조;GPS_X:37.6535873;_GPS_Y:127.305473
화도읍 마석로17번안길 1-12,업로드,127.305486,37.653782,단속일시:2026-01-09 14:32:31;단속동:화도읍;단속장소:화도읍 마석로17번안길 1-12;단속구분:주행형CCTV;위반법규:32조;GPS_X:37.6537820;_GPS_Y:127.305486
화도읍 마석로17번안길 1-12,업로드,127.305449,37.653657,단속일시:2026-01-09 14:32:27;단속동:화도읍;단속장소:화도읍 마석로17번안길 1-12;단속구분:주행형CCTV;위반법규:32조;GPS_X:37.6536573;_GPS_Y:127.305449
화도읍 마석로 33,업로드,127.306328,37.653717,단속일시:2026-02-25 19:24:13;단속동:화도읍;단속장소:화도읍 마석로 33;단속구분:주행형CCTV;위반법규:32조;GPS_X:37.6537173;_GPS_Y:127.306328
화도읍 마석로17번안길 1-6,업로드,127.30554,37.653903,단속일시:2026-01-09 14:32:36;단속동:화도읍;단속장소:화도읍 마석로17번안길 1-6;단속구분:주행형CCTV;위반법규:32조;GPS_X:37.6539031;_GPS_Y:127.305540
화도읍 마석로 35,업로드,127.306347,37.653955,단속일시:2026-02-25 19:24:20;단속동:화도읍;단속장소:화도읍 마석로 35;단속구분:주행형CCTV;위반법규:32조;GPS_X:37.6539548;_GPS_Y:127.306347
화도읍 마석로17번안길 1-4,업로드,127.305335,37.654212,단속일시:2026-01-09 14:31:31;단속동:화도읍;단속장소:화도읍 마석로17번안길 1-4;단속구분:주행형CCTV;위반법규:32조;GPS_X:37.6542120;_GPS_Y:127.305335
화도읍 마석로 37,업로드,127.306317,37.654224,단속일시:2026-03-13 13:59:26;단속동:화도읍;단속장소:화도읍 마석로 37;단속구분:주행형CCTV;위반법규:32조;GPS_X:37.6542240;_GPS_Y:127.306317
화도읍 마석로45번길 13-1,업로드,127.30437,37.654909,단속일시:2026-01-06 10:42:30;단속동:화도읍;단속장소:화도읍 마석로45번길 13-1;단속구분:주행형CCTV;위반법규:32조;GPS_X:37.6549090;_GPS_Y:127.304370
화도읍 마석로45번길 13-1,업로드,127.304475,37.654922,단속일시:2026-03-24 10:15:45;단속동:화도읍;단속장소:화도읍 마석로45번길 13-1;단속구분:주행형CCTV;위반법규:32조;GPS_X:37.6549220;_GPS_Y:127.304475
화도읍 마석로45번길 17,업로드,127.304004,37.654923,단속일시:2026-01-26 15:19:21;단속동:화도읍;단속장소:화도읍 마석로45번길 17;단속구분:주행형CCTV;위반법규:32조;GPS_X:37.6549233;_GPS_Y:127.304004
화도읍 마석로45번길 17,업로드,127.304153,37.654927,단속일시:2026-02-05 14:41:28;단속동:화도읍;단속장소:화도읍 마석로45번길 17;단속구분:주행형CCTV;위반법규:32조;GPS_X:37.6549273;_GPS_Y:127.304153
화도읍 마석로45번길 17,업로드,127.304169,37.654927,단속일시:2026-02-20 14:59:54;단속동:화도읍;단속장소:화도읍 마석로45번길 17;단속구분:주행형CCTV;위반법규:32조;GPS_X:37.6549270;_GPS_Y:127.304169
화도읍 마석로45번길 17,업로드,127.304244,37.654924,단속일시:2026-01-02 15:08:40;단속동:화도읍;단속장소:화도읍 마석로45번길 17;단속구분:주행형CCTV;위반법규:32조;GPS_X:37.6549238;_GPS_Y:127.304244
화도읍 마석로45번길 19,업로드,127.303858,37.654925,단속일시:2026-02-11 10:19:57;단속동:화도읍;단속장소:화도읍 마석로45번길 19;단속구분:주행형CCTV;위반법규:32조;GPS_X:37.6549250;_GPS_Y:127.303858
화도읍 마석로45번길 19,업로드,127.303972,37.654929,단속일시:2026-02-11 10:19:58;단속동:화도읍;단속장소:화도읍 마석로45번길 19;단속구분:주행형CCTV;위반법규:32조;GPS_X:37.6549290;_GPS_Y:127.303972
화도읍 마석로45번길 19,업로드,127.303907,37.65486,단속일시:2026-02-25 14:51:20;단속동:화도읍;단속장소:화도읍 마석로45번길 19;단속구분:주행형CCTV;위반법규:32조;GPS_X:37.6548600;_GPS_Y:127.303907
화도읍 마석로45번길 17,업로드,127.304029,37.65487,단속일시:2026-02-25 14:51:24;단속동:화도읍;단속장소:화도읍 마석로45번길 17;단속구분:주행형CCTV;위반법규:32조;GPS_X:37.6548700;_GPS_Y:127.304029
화도읍 마석로45번길 19,업로드,127.303968,37.654867,단속일시:2026-02-25 14:51:22;단속동:화도읍;단속장소:화도읍 마석로45번길 19;단속구분:주행형CCTV;위반법규:32조;GPS_X:37.6548670;_GPS_Y:127.303968
화도읍 마석로45번길 17,업로드,127.304002,37.654895,단속일시:2026-03-16 14:30:02;단속동:화도읍;단속장소:화도읍 마석로45번길 17;단속구분:주행형CCTV;위반법규:32조;GPS_X:37.6548950;_GPS_Y:127.304002
화도읍 마석로45번길 17,업로드,127.303995,37.654897,단속일시:2026-02-20 15:05:40;단속동:화도읍;단속장소:화도읍 마석로45번길 17;단속구분:주행형CCTV;위반법규:32조;GPS_X:37.6548970;_GPS_Y:127.303995
화도읍 마석로45번길 17,업로드,127.304181,37.654897,단속일시:2026-01-09 14:34:04;단속동:화도읍;단속장소:화도읍 마석로45번길 17;단속구분:주행형CCTV;위반법규:32조;GPS_X:37.6548973;_GPS_Y:127.304181
화도읍 마석로45번길 17,업로드,127.304056,37.654899,단속일시:2026-03-11 10:06:36;단속동:화도읍;단속장소:화도읍 마석로45번길 17;단속구분:주행형CCTV;위반법규:32조;GPS_X:37.6548990;_GPS_Y:127.304056
화도읍 마석로45번길 19,업로드,127.303842,37.654899,단속일시:2026-03-19 14:27:59;단속동:화도읍;단속장소:화도읍 마석로45번길 19;단속구분:주행형CCTV;위반법규:32조;GPS_X:37.6548990;_GPS_Y:127.303842
화도읍 마석중앙로37번길 8,업로드,127.303922,37.653435,단속일시:2026-02-08 15:33:45;단속동:화도읍;단속장소:화도읍 마석중앙로37번길 8;단속구분:주행형CCTV;위반법규:32조;GPS_X:37.6534351;_GPS_Y:127.303922
화도읍 마석중앙로37번길 8,업로드,127.303877,37.65343,단속일시:2026-01-08 10:35:53;단속동:화도읍;단속장소:화도읍 마석중앙로37번길 8;단속구분:주행형CCTV;위반법규:32조;GPS_X:37.6534298;_GPS_Y:127.303877
화도읍 마석중앙로37번길 8,업로드,127.303891,37.653443,단속일시:2026-01-13 10:28:45;단속동:화도읍;단속장소:화도읍 마석중앙로37번길 8;단속구분:주행형CCTV;위반법규:32조;GPS_X:37.6534428;_GPS_Y:127.303891
화도읍 마석중앙로37번길 8,업로드,127.303864,37.653481,단속일시:2026-03-03 14:12:15;단속동:화도읍;단속장소:화도읍 마석중앙로37번길 8;단속구분:주행형CCTV;위반법규:32조;GPS_X:37.6534810;_GPS_Y:127.303864
화도읍 마석중앙로37번길 8,업로드,127.303838,37.653516,단속일시:2026-01-23 15:06:22;단속동:화도읍;단속장소:화도읍 마석중앙로37번길 8;단속구분:주행형CCTV;위반법규:32조;GPS_X:37.6535160;_GPS_Y:127.303838
화도읍 마석중앙로37번길 8,업로드,127.303843,37.653553,단속일시:2026-02-08 15:34:00;단속동:화도읍;단속장소:화도읍 마석중앙로37번길 8;단속구분:주행형CCTV;위반법규:32조;GPS_X:37.6535526;_GPS_Y:127.303843
